tot,cdf0,cdf3,cdf4,cdf5,cdf10,cdf20,cdf50
1021604,0.09678114024612276,0.33485871237779025,0.41377970329012026,0.4829023770462919,0.7119226236389051,0.8762857232352261,0.9688480076428831
